sentences,axes,ptypes,scores,dnames
I wonder if the line is high at the point that corresponds to 2010. It seems like it could be.,Subjective-Objective,lookup-visual,2,d3|d3_11
Can we check if the line is high at the point that corresponds to 2010?,Subjective-Objective,lookup-visual,3,d3|d3_11
We should determine the height of the line at the point corresponding to the year 2010.,Subjective-Objective,lookup-visual,4,d3|d3_11
What is the value of the line at the point corresponding to the year 2010?,Subjective-Objective,lookup-visual,5,d3|d3_11
Remember 2010? What's the line telling us about that time?,Implicit-Explicit,lookup-visual,1,d3|d3_11
Can you figure out the line's height for 2010?,Implicit-Explicit,lookup-visual,2,d3|d3_11
What does the line indicate for the year 2010?,Implicit-Explicit,lookup-visual,3,d3|d3_11
Can you tell me the height of the line at the 2010 mark?,Implicit-Explicit,lookup-visual,4,d3|d3_11
What is the exact height of the line at the point that represents the year 2010?,Implicit-Explicit,lookup-visual,5,d3|d3_11
What's the biggest and smallest amount we've spent on R&D over time?,Colloquial-Standard,compositional-nonvisual,1,d3|d3_11
Can you tell me the highest and lowest we've spent on research and development over the years?,Colloquial-Standard,compositional-nonvisual,2,d3|d3_11
What's the range of our research and development costs over the years?,Colloquial-Standard,compositional-nonvisual,3,d3|d3_11
Could you clarify the range of expenditure on research and development over the years?,Colloquial-Standard,compositional-nonvisual,4,d3|d3_11
Could you elucidate the disparity between the highest and lowest expenditure on research and development over the course of years?,Colloquial-Standard,compositional-nonvisual,5,d3|d3_11
What's the biggest and smallest amount we've spent on trying out new ideas over time?,Non-technical-Technical,compositional-nonvisual,1,d3|d3_11
What's the highest and lowest amount we've spent on research and development over the years?,Non-technical-Technical,compositional-nonvisual,2,d3|d3_11
Can you tell me the range of our spending on research and development over the years?,Non-technical-Technical,compositional-nonvisual,3,d3|d3_11
What is the range of our expenditure on research and development over the historical period?,Non-technical-Technical,compositional-nonvisual,4,d3|d3_11
What is the variance in our fiscal allocation towards research and development over the chronological timeline?,Non-technical-Technical,compositional-nonvisual,5,d3|d3_11
Can you tell me what you think is the difference between the highest and lowest spending on research and development over the years?,Subjective-Objective,compositional-nonvisual,1,d3|d3_11
What do you reckon is the gap between the most and least amount of money spent on research and development over the years?,Subjective-Objective,compositional-nonvisual,2,d3|d3_11
What seems to be the difference between the highest and lowest research and development expenditure over the years?,Subjective-Objective,compositional-nonvisual,3,d3|d3_11
Could you provide the difference between the maximum and minimum expenditure on research and development over the years?,Subjective-Objective,compositional-nonvisual,4,d3|d3_11
What is the numerical difference between the maximum and minimum expenditure on research and development over the years?,Subjective-Objective,compositional-nonvisual,5,d3|d3_11
Can you figure out the gap in the research and development spending over time?,Implicit-Explicit,compositional-nonvisual,1,d3|d3_11
Could you look into the highs and lows of our R&D spending?,Implicit-Explicit,compositional-nonvisual,2,d3|d3_11
Can you tell me the range of our research and development costs over the years?,Implicit-Explicit,compositional-nonvisual,3,d3|d3_11
What's the range between the highest and lowest spending on research and development over the years?,Implicit-Explicit,compositional-nonvisual,4,d3|d3_11
Please provide the exact difference in dollar amount between the highest and lowest expenditure on research and development over the years.,Implicit-Explicit,compositional-nonvisual,5,d3|d3_11
How much taller is the top point from the bottom one on that line in the chart?,Colloquial-Standard,compositional-visual,1,d3|d3_11
What's the height difference between the top and bottom point of the line on the chart?,Colloquial-Standard,compositional-visual,2,d3|d3_11
Can you tell me the difference in height between the highest and lowest point on the line in the chart?,Colloquial-Standard,compositional-visual,3,d3|d3_11
Could you elucidate the disparity in altitude between the apex and nadir of the line on the chart?,Colloquial-Standard,compositional-visual,4,d3|d3_11
Would you be so kind as to explicate the differential in elevation between the zenith and the nadir of the line depicted on the chart?,Colloquial-Standard,compositional-visual,5,d3|d3_11
Can you tell me how much taller the top spot is than the bottom spot on the picture?,Non-technical-Technical,compositional-visual,1,d3|d3_11
Can you show me how much higher the top point is than the bottom point on the graph?,Non-technical-Technical,compositional-visual,2,d3|d3_11
Can you explain the height difference between the top and bottom point on the chart?,Non-technical-Technical,compositional-visual,3,d3|d3_11
Could you quantify the vertical disparity between the apex and nadir of the line on the diagram?,Non-technical-Technical,compositional-visual,4,d3|d3_11
Can you elucidate the differential in altitude between the zenith and nadir of the trajectory on the graphical representation?,Non-technical-Technical,compositional-visual,5,d3|d3_11
Can you tell me how much taller the highest point on the line is compared to the lowest? It seems like a pretty big difference to me.,Subjective-Objective,compositional-visual,1,d3|d3_11
"I'm curious, does the line on the chart show a significant difference in height between its highest and lowest point?",Subjective-Objective,compositional-visual,2,d3|d3_11
"It appears to me that there might be a noticeable difference in height between the highest and lowest point of the line on the chart, wouldn't you agree?",Subjective-Objective,compositional-visual,3,d3|d3_11
Could you provide the difference in height between the highest and lowest point of the line on the chart?,Subjective-Objective,compositional-visual,4,d3|d3_11
Please quantify the difference in height between the highest and lowest point of the line on the chart.,Subjective-Objective,compositional-visual,5,d3|d3_11
Can you tell how much the line on the chart goes up and down?,Implicit-Explicit,compositional-visual,1,d3|d3_11
How much does the line on the chart vary in height?,Implicit-Explicit,compositional-visual,2,d3|d3_11
Can you determine the height difference between the top and bottom points of the line on the chart?,Implicit-Explicit,compositional-visual,3,d3|d3_11
What's the height difference between the top and bottom points of the line on the chart?,Implicit-Explicit,compositional-visual,4,d3|d3_11
Please provide the exact difference in height between the highest and lowest point of the line on the chart.,Implicit-Explicit,compositional-visual,5,d3|d3_11
"How's the money spent on research and stuff changed over time and why's that happening, you reckon?",Colloquial-Standard,open,1,d3|d3_11
How's the spending on research and development shifted over the years and what might be causing this trend?,Colloquial-Standard,open,2,d3|d3_11
How has the spending on research and development changed over time and what could be the reasons for this trend?,Colloquial-Standard,open,3,d3|d3_11
How has the expenditure on research and development evolved over the years and what could be the potential reasons for this trend?,Colloquial-Standard,open,4,d3|d3_11
How has the allocation of funds towards research and development fluctuated over the years and what could be the plausible explanations for this observed trend?,Colloquial-Standard,open,5,d3|d3_11
How has the money spent on trying new things and making them better changed over time and why do you think this is happening?,Non-technical-Technical,open,1,d3|d3_11
How has the spending on research and making improvements changed over time and what could be causing this change?,Non-technical-Technical,open,2,d3|d3_11
How has the investment in research and development shifted over the years and what could be the potential factors influencing this trend?,Non-technical-Technical,open,3,d3|d3_11
How has the allocation of funds for research and development evolved over the years and what could be the plausible causes for this trajectory?,Non-technical-Technical,open,4,d3|d3_11
How has the expenditure on research and development fluctuated over the chronological timeline and what could be the probable causative factors for this observed trend?,Non-technical-Technical,open,5,d3|d3_11
"I'm really curious about how the research and development expenditure has evolved over the years. I'm also wondering what could be causing this trend - it's quite intriguing, don't you think?",Subjective-Objective,open,1,d3|d3_11
I'm interested to see how the research and development expenditure has changed over time. I have a few theories about what might be driving this trend.,Subjective-Objective,open,2,d3|d3_11
Can we look at how the research and development expenditure has changed over the years? I'd also like to discuss potential reasons for this trend.,Subjective-Objective,open,3,d3|d3_11
Let's examine the changes in research and development expenditure over the years and consider possible reasons for this trend.,Subjective-Objective,open,4,d3|d3_11
The task is to analyze the changes in research and development expenditure over the years and identify potential causes for this trend.,Subjective-Objective,open,5,d3|d3_11
Any thoughts on the evolution of our R&D spending and what might be driving it?,Implicit-Explicit,open,1,d3|d3_11
Have you noticed any shifts in our R&D budget over time? What do you think could be behind this?,Implicit-Explicit,open,2,d3|d3_11
Can you tell me if there have been changes in the R&D budget over the years? What do you think might be the reasons for these changes?,Implicit-Explicit,open,3,d3|d3_11
Have there been any changes in the research and development expenditure over the years? What could be causing these changes?,Implicit-Explicit,open,4,d3|d3_11
Please provide a detailed report on how the research and development expenditure has changed over the years and list all the possible reasons for this trend.,Implicit-Explicit,open,5,d3|d3_11
What's the biggest major by student numbers?,Colloquial-Standard,lookup-nonvisual,1,d3|d3_3
"What major's got the most students in it, percentage-wise?",Colloquial-Standard,lookup-nonvisual,2,d3|d3_3
Can you tell me the percentage of the major that has the most students?,Colloquial-Standard,lookup-nonvisual,3,d3|d3_3
Could you inform me of the percentage of the major with the highest student enrollment?,Colloquial-Standard,lookup-nonvisual,4,d3|d3_3
